wavelength,luminosity
3001.7410097856755,1.7095940045995976e+38
3003.499076424034,1.5745726958630848e+38
3005.2592036063106,1.5657698094728633e+38
3007.021394957225,1.6809828895300777e+38
3008.785654110001,1.5976730995230543e+38
3010.5519847063956,1.6029358538685657e+38
3012.3203903967224,1.6759123110676767e+38
3014.090874839876,1.7126211325103832e+38
3015.8634417033595,1.7203962640822844e+38
3017.6380946633067,1.758721386728614e+38
3019.414837404511,1.762888530342183e+38
3021.1936736204475,1.781850898321949e+38
3022.974607013301,1.6679971523622278e+38
3024.757641293991,1.595242793675348e+38
3026.5427801821975,1.7003638989741041e+38
3028.3300274063868,1.6152492900683598e+38
3030.119386703836,1.5029964615709546e+38
3031.910861820662,1.7967597156615144e+38
3033.7044565118467,1.7428582263355184e+38
3035.5001745412596,1.6622047063978228e+38
3037.2980196816907,1.658545407242568e+38
3039.097995714872,1.6609407763763835e+38
3040.9001064315034,1.8006779369790255e+38
3042.7043556312847,1.811174706557444e+38
3044.510747122937,1.6921487342754402e+38
3046.319284724232,1.7294051281225816e+38
3048.129972262017,1.8590207992068304e+38
3049.9428135722455,1.7305718680546954e+38
3051.7578125,1.850801384140223e+38
3053.574972899522,1.8324581744141318e+38
3055.3942986342386,1.6488433871559456e+38
3057.2157935767896,1.7025504396026693e+38
3059.039461609055,1.8915847035537242e+38
3060.8653066221823,1.8148119057988236e+38
3062.693332516615,1.9743435497527027e+38
3064.5235432021204,1.8187138963027173e+38
3066.3559425978165,1.658621883911174e+38
3068.1905346322,1.902988349582445e+38
3070.027323243177,1.9199183296971048e+38
3071.8663123780852,1.7801469780873353e+38
3073.7075059937297,1.8903809706288015e+38
3075.550908056405,1.9339345315366307e+38
3077.3965225419292,1.895615948111238e+38
3079.2443534356667,1.7915674795733386e+38
3081.094404732561,1.91817936039348e+38
3082.946680437162,1.986944684812914e+38
3084.8011845636547,1.7930361142796732e+38
3086.65792113589,2.010174865989718e+38
3088.5168941874113,1.894529593090899e+38
3090.3781077614844,1.925545370393653e+38
3092.241565911129,1.9268830523336103e+38
3094.1072726991442,2.3231236925068483e+38
3095.9752321981423,1.842877608560722e+38
3097.8454484905747,2.1014856114256527e+38
3099.7179256687637,2.0077516961208296e+38
3101.592667834933,1.836370713260407e+38
3103.4696791012348,1.6798176508936373e+38
3105.348963589783,1.7747173597756748e+38
3107.2305254326816,1.864891981936166e+38
3109.114368772055,1.836539767067634e+38
3111.0004977600797,1.9292937527565276e+38
3112.8889165590126,1.9097315329341286e+38
3114.779629341224,1.885451244603126e+38
3116.672640289227,1.920246276314867e+38
3118.567953595709,1.8937781541957457e+38
3120.4655734635603,1.728943754670463e+38
3122.3655041059105,1.805792747881216e+38
3124.267749746153,1.81573198650114e+38
3126.1723146179816,1.8529058524904088e+38
3128.0792029654185,1.750500450392674e+38
3129.9884190428493,1.8447397507687966e+38
3131.89996711505,1.7388269659459722e+38
3133.8138514572233,1.796293081937206e+38
3135.7300763550274,1.7514565328426327e+38
3137.6486461046093,1.7185546496913457e+38
3139.5695650126368,1.8221944544854213e+38
3141.4928373963307,1.717751463082067e+38
3143.4184675834967,1.9015320950257314e+38
3145.346459912559,1.8366137763649376e+38
3147.2768187325914,1.6083317112033897e+38
3149.2095484033507,1.7818534828803107e+38
3151.144653295309,1.712132363227549e+38
3153.082137789689,1.6165356532835843e+38
3155.022006278494,1.76182448422642e+38
3156.964263164541,1.7247155103821184e+38
3158.9089128614974,1.7252747473595007e+38
3160.855959793912,1.6277484813571516e+38
3162.8054083972484,1.6567645007634724e+38
3164.7572631179187,1.6206063198006899e+38
3166.7115284133192,1.6866247003104954e+38
3168.6682087518616,1.554707913796918e+38
3170.627308613009,1.6661403366555821e+38
3172.5888324873094,1.8083737171240053e+38
3174.55278487643,1.6863481945081537e+38
3176.5191702931925,1.5772252580252332e+38
3178.4879932616054,1.6895786800660436e+38
3180.4592583169006,1.7369855109551854e+38
3182.4329700055687,1.6011185072260364e+38
3184.409132885393,1.550161320220962e+38
3186.387751525483,1.720302295540973e+38
3188.368830506313,1.832216184054231e+38
3190.3523744197546,1.583331278061952e+38
3192.3383878691143,1.920774468906175e+38
3194.3268754691667,1.5962840406006038e+38
3196.317841846193,1.8350793748261977e+38
3198.311291638015,1.8204190683541372e+38
3200.307229494031,1.6078263537260515e+38
3202.305660075254,1.6360262774709173e+38
3204.306588054345,1.8999338516894425e+38
3206.3100181156515,1.73053181806832e+38
3208.315954955244,1.7302069429877526e+38
3210.3244032809516,1.9084600480748854e+38
3212.3353678123995,1.7260106283956602e+38
3214.3488532810466,1.987544679562562e+38
3216.3648644302207,1.8305044310724757e+38
3218.383406015158,1.848018473419222e+38
3220.4044828030396,1.9069502582287177e+38
3222.428099573028,2.005640488857177e+38
3224.4542611163056,1.8981477657116597e+38
3226.482972236114,1.9833487258182612e+38
3228.5142377477882,2.0319939511274098e+38
3230.5480624787992,1.9561299250595393e+38
3232.5844512687895,1.973110109808036e+38
3234.6234089696104,1.6290741082845944e+38
3236.6649404453647,2.0726121764017954e+38
3238.709050572442,1.9573718591336678e+38
3240.755744239557,2.1172418845384063e+38
3242.8050263477908,2.0477856370864403e+38
3244.85690181063,2.1750651160484386e+38
3246.9113755540043,2.1617342367282535e+38
3248.9684525163257,2.0429574121177275e+38
3251.0281376485314,2.025004350007671e+38
3253.090435914118,1.9820103324481385e+38
3255.1553522891877,2.1208485812075826e+38
3257.222891762483,2.197076814754058e+38
3259.29305933543,2.335919246046199e+38
3261.365860022177,2.2710342999791024e+38
3263.441298849637,2.364203357260678e+38
3265.519380857525,2.0241904463141363e+38
3267.6001110984034,2.2990700763327554e+38
3269.683494637719,2.3654839475433915e+38
3271.769536553845,2.284002218043594e+38
3273.8582419381237,2.2127234365492636e+38
3275.9496158949073,2.3720179256138852e+38
3278.0436635415986,2.1507677691417847e+38
3280.140390008692,2.2315466942998094e+38
3282.23980043982,2.3692588979474577e+38
3284.341899991789,2.577247442428311e+38
3286.4466938346254,2.2900090465545167e+38
3288.554187151619,2.41038929133776e+38
3290.664385139359,2.558968065635914e+38
3292.777293007787,2.445227674764041e+38
3294.89291598023,2.587799224861583e+38
3297.0112592934506,2.6374834304658968e+38
3299.132328197684,2.534787378107987e+38
3301.256127956687,2.6327218317268003e+38
3303.38266384778,2.5616401483055424e+38
3305.511941161887,2.686285885471416e+38
3307.643965203585,2.615904811483386e+38
3309.778741291145,2.670018529029713e+38
3311.916274756574,2.7483243660317386e+38
3314.056570945666,2.9582053799411973e+38
3316.1996352180404,2.861304761640769e+38
3318.3454729471887,2.975389929894423e+38
3320.4940895205204,3.0153164829091087e+38
3322.645490339408,2.9371731885877487e+38
3324.7996808192306,2.8141744245324792e+38
3326.9566663894198,2.8473236174828024e+38
3329.116452493508,3.087561042338548e+38
3331.2790445891696,2.9134724045906635e+38
3333.444448148271,2.997369201064935e+38
3335.6126686569155,3.007320059989358e+38
3337.783711615487,3.009621935968283e+38
3339.957582538702,3.0322856769667862e+38
3342.1342869556497,3.0170356700007742e+38
3344.313830409845,3.1771274282025903e+38
3346.4962184592728,2.936956690746272e+38
3348.6814566764333,3.007621011808895e+38
3350.8695506483928,3.008257676975362e+38
3353.0605059768304,3.0539764724897963e+38
3355.2543282780834,3.2948981916550875e+38
3357.4510231831996,3.0209111162696723e+38
3359.650596337981,3.2325235482339716e+38
3361.853053403035,3.158774496851656e+38
3364.0584000538247,3.2126282040576925e+38
3366.266641980711,3.3289059425437376e+38
3368.4777848890085,3.1087650032461223e+38
3370.6918344990304,3.1564932015373688e+38
3372.9087965461413,3.2205745708619116e+38
3375.1286767808024,3.1361561317743156e+38
3377.3514809686244,3.0955331741830013e+38
3379.577214890417,3.168298304272613e+38
3381.8058843422386,3.346298941309094e+38
3384.0374951354456,3.107734447491555e+38
3386.272053096746,3.086500269937803e+38
3388.5095640682443,3.1397877048984518e+38
3390.7500339075,3.1005819523791527e+38
3392.9934684875734,3.2192512264476097e+38
3395.2398736970767,3.3686382892039292e+38
3397.4892554402295,3.0001224326242836e+38
3399.7416196369077,3.1851553185420492e+38
3401.9969722226947,3.283108816998115e+38
3404.255319148936,3.224459708689028e+38
3406.51666638279,3.3327194628629744e+38
3408.781019907281,3.3627777981015668e+38
3411.0483857213517,3.255135969366125e+38
3413.318769839915,3.3494095851048425e+38
3415.5921782939117,3.2748736249331258e+38
3417.8686171303575,3.5492462838907656e+38
3420.148092412401,3.120083124905761e+38
3422.4306102193777,3.1475780049864926e+38
3424.7161766468603,3.343461698685208e+38
3427.004797806717,3.257289365328202e+38
3429.2964798271632,3.428415488321318e+38
3431.591228852819,3.446927219035801e+38
3433.8890510447604,3.139672971753455e+38
3436.1899525805784,3.2929052146778486e+38
3438.4939396544314,3.2297276647666326e+38
3440.8010184771015,3.2458074097179047e+38
3443.111195276051,3.242503376950743e+38
3445.4244762954795,3.06926193623425e+38
3447.7408677963763,3.2636784518447676e+38
3450.060376056581,3.3322012505477256e+38
3452.3830073708373,3.2340199132957472e+38
3454.708768050853,3.265209693095626e+38
3457.0376644253533,3.0038329715692978e+38
3459.369702840142,3.403877814361864e+38
3461.7048896581564,3.2184233038968358e+38
3464.0432312595262,3.1225633925093905e+38
3466.384734041631,3.1036800646310965e+38
3468.729404419161,3.2789708268080952e+38
3471.0772488241723,3.252437907614633e+38
3473.4282737061476,3.165563681878549e+38
3475.782485532055,3.01645648373476e+38
3478.1398907864072,3.183800682413677e+38
3480.5004959713206,3.2816680189086725e+38
3482.8643076065755,3.0946994959986172e+38
3485.231332229677,3.2281328852902333e+38
3487.601576395912,3.0186819876337596e+38
3489.9750466784158,3.0309273418476107e+38
3492.3517496682266,3.2078936628116164e+38
3494.731691974349,3.0288669258150177e+38
3497.1148802238154,2.9414699569204733e+38
3499.5013210617485,2.827809233753599e+38
3501.8910211514217,2.795924471763419e+38
3504.2839871743204,2.695470866908685e+38
3506.6802258302064,2.8208801280096824e+38
3509.0797438371783,2.7070514304936473e+38
3511.4825479317365,2.465804868269067e+38
3513.888644868844,2.4953561501730923e+38
3516.298041421991,2.5647308142143743e+38
3518.710744383258,2.4338431634499422e+38
3521.1267605633802,2.635952440343428e+38
3523.546096791811,2.302014327211103e+38
3525.968759916787,2.235539811222659e+38
3528.394756805391,2.3604644794616334e+38
3530.8240943436194,2.1516302550455173e+38
3533.2567794364454,2.2035294408892797e+38
3535.6928190078843,2.2484510797435845e+38
3538.1322200010613,1.865150191652273e+38
3540.5749893782745,2.131927130317287e+38
3543.0211341210647,1.811401506558914e+38
3545.4706612302784,1.902017599996098e+38
3547.9235777261356,1.7459014982589608e+38
3550.3798906482994,1.597563634485078e+38
3552.8396070559393,1.6743253206597826e+38
3555.302734027802,1.5795183843026208e+38
3557.769278662279,1.6599158021365921e+38
3560.2392480774706,1.55369115247723e+38
3562.7126494112613,1.3251369870270865e+38
3565.189489821384,1.4948182787551691e+38
3567.6697764854885,1.3010513796248277e+38
3570.1535166012136,1.2685426019011206e+38
3572.640717386256,1.3860570124913836e+38
3575.1313860784385,1.297674376690431e+38
3577.6255299357813,1.1579604417621318e+38
3580.1231562365742,1.0671425268759616e+38
3582.6242722794445,1.0769610226472124e+38
3585.1288853834294,9.778782967366068e+37
3587.6370028880474,9.260456024541846e+37
3590.1486321533707,9.150134588260526e+37
3592.6637805600963,8.754142091157473e+37
3595.182455509617,9.492185491329554e+37
3597.7046644240972,8.5589191520152e+37
3600.230414746544,8.186200021111431e+37
3602.7597139408786,8.096255218134093e+37
3605.292569492014,8.15445416202819e+37
3607.8289889059256,6.75246429749096e+37
3610.3689797097263,8.431211872848564e+37
3612.9125494517407,8.297975183002433e+37
3615.45970570158,7.585785667637452e+37
3618.010456050218,7.316213310847136e+37
3620.564808110065,7.158608692554448e+37
3623.122769515045,6.608352111174756e+37
3625.68434792067,6.368692090824593e+37
