wavelength,luminosity
3001.7410097856755,1.3887593792590222e+38
3003.499076424034,1.4228400398150315e+38
3005.2592036063106,1.4138387671724026e+38
3007.021394957225,1.4419160448112537e+38
3008.785654110001,1.651855027459695e+38
3010.5519847063956,1.4687078454557595e+38
3012.3203903967224,1.5377167974224317e+38
3014.090874839876,1.5313905606093811e+38
3015.8634417033595,1.5423261092816139e+38
3017.6380946633067,1.6543846775180292e+38
3019.414837404511,1.5475160902700838e+38
3021.1936736204475,1.4646867104099703e+38
3022.974607013301,1.7222451651370175e+38
3024.757641293991,1.5260025760876216e+38
3026.5427801821975,1.5530499944404024e+38
3028.3300274063868,1.5057104704569063e+38
3030.119386703836,1.4852513949333346e+38
3031.910861820662,1.4498819457056466e+38
3033.7044565118467,1.3840717927583941e+38
3035.5001745412596,1.3977981927942557e+38
3037.2980196816907,1.4364554441633288e+38
3039.097995714872,1.4735314729579993e+38
3040.9001064315034,1.545947054064589e+38
3042.7043556312847,1.7088295177046552e+38
3044.510747122937,1.5297894663549292e+38
3046.319284724232,1.5871359023385195e+38
3048.129972262017,1.6013485913380625e+38
3049.9428135722455,1.6052877633875014e+38
3051.7578125,1.480664613211542e+38
3053.574972899522,1.50148622716782e+38
3055.3942986342386,1.5608506016152779e+38
3057.2157935767896,1.5262697391105803e+38
3059.039461609055,1.5786196533898232e+38
3060.8653066221823,1.5971247702503315e+38
3062.693332516615,1.5984610370137475e+38
3064.5235432021204,1.6143757626529434e+38
3066.3559425978165,1.6109587715197204e+38
3068.1905346322,1.5823515995045431e+38
3070.027323243177,1.5365061089960928e+38
3071.8663123780852,1.8061095457529057e+38
3073.7075059937297,1.6316784273484477e+38
3075.550908056405,1.6448090249086351e+38
3077.3965225419292,1.8360630433307738e+38
3079.2443534356667,1.7816996704558775e+38
3081.094404732561,1.7482046154436872e+38
3082.946680437162,1.5753828218700484e+38
3084.8011845636547,1.8914835585411175e+38
3086.65792113589,1.6254562209603204e+38
3088.5168941874113,1.727727554470496e+38
3090.3781077614844,1.8064535287482592e+38
3092.241565911129,1.6642703515458762e+38
3094.1072726991442,1.7375317414774087e+38
3095.9752321981423,1.545979512881649e+38
3097.8454484905747,1.7145943210266076e+38
3099.7179256687637,1.8080347979421994e+38
3101.592667834933,1.8073253178063653e+38
3103.4696791012348,1.725574560704699e+38
3105.348963589783,1.683651718370537e+38
3107.2305254326816,1.726019857658101e+38
3109.114368772055,1.5078207130683784e+38
3111.0004977600797,1.6261814392318754e+38
3112.8889165590126,1.905882321122433e+38
3114.779629341224,1.6015052546084335e+38
3116.672640289227,1.695724068334872e+38
3118.567953595709,1.6643887234151526e+38
3120.4655734635603,1.5414529570547427e+38
3122.3655041059105,1.544362828917862e+38
3124.267749746153,1.511107746288283e+38
3126.1723146179816,1.6115729214097754e+38
3128.0792029654185,1.5893686396018535e+38
3129.9884190428493,1.5510710484665324e+38
3131.89996711505,1.5782869058383704e+38
3133.8138514572233,1.6546976265401081e+38
3135.7300763550274,1.5656348827683515e+38
