wavelength,luminosity
3001.7410097856755,1.888606360039964e+39
3003.499076424034,1.824080643097851e+39
3005.2592036063106,1.757199583376518e+39
3007.021394957225,1.8524697650881114e+39
3008.785654110001,1.836138601873898e+39
3010.5519847063956,1.9590688154571957e+39
3012.3203903967224,1.8009472981648457e+39
3014.090874839876,1.937252207652788e+39
3015.8634417033595,1.8563439861753952e+39
3017.6380946633067,1.8876070251454018e+39
3019.414837404511,1.83584360245144e+39
3021.1936736204475,1.6534181367403804e+39
3022.974607013301,1.759013732124136e+39
3024.757641293991,1.7886801635664145e+39
3026.5427801821975,1.816042146079569e+39
3028.3300274063868,1.9401545727609037e+39
3030.119386703836,1.4683006668161362e+39
3031.910861820662,1.7269388026900908e+39
3033.7044565118467,1.7146052447561662e+39
3035.5001745412596,1.83020878494681e+39
3037.2980196816907,1.604718453247227e+39
3039.097995714872,1.68549303544103e+39
3040.9001064315034,1.5090414862577093e+39
3042.7043556312847,1.4255682895170865e+39
3044.510747122937,1.564161004801697e+39
3046.319284724232,1.5049800976271535e+39
3048.129972262017,1.4913549331840263e+39
3049.9428135722455,1.3561799858898484e+39
3051.7578125,1.2686627211586684e+39
3053.574972899522,1.2407900968689562e+39
3055.3942986342386,1.462752137491278e+39
3057.2157935767896,1.3620585612186343e+39
3059.039461609055,1.3763632804667622e+39
3060.8653066221823,1.2932598318946557e+39
3062.693332516615,1.2894641467735442e+39
3064.5235432021204,1.2637025180239697e+39
3066.3559425978165,1.3175420173949046e+39
3068.1905346322,1.1841977667929049e+39
3070.027323243177,1.1405112120620205e+39
3071.8663123780852,1.1642234655978561e+39
3073.7075059937297,1.2399357808954626e+39
3075.550908056405,1.2446136834016311e+39
3077.3965225419292,1.3106848884043259e+39
3079.2443534356667,1.1445393548929116e+39
3081.094404732561,1.0414769247810834e+39
3082.946680437162,1.0942678403870881e+39
3084.8011845636547,1.1037153010140043e+39
3086.65792113589,1.1536753416527508e+39
3088.5168941874113,1.1912541366134462e+39
3090.3781077614844,1.1782669931368949e+39
3092.241565911129,1.194521924441462e+39
3094.1072726991442,1.3105160994669978e+39
3095.9752321981423,1.2153652523097225e+39
3097.8454484905747,1.136067379456774e+39
3099.7179256687637,1.2092102086411603e+39
3101.592667834933,1.180872147793988e+39
3103.4696791012348,1.3174057229993158e+39
3105.348963589783,1.2589460874714968e+39
3107.2305254326816,1.2353766354610327e+39
3109.114368772055,1.2683547163878126e+39
3111.0004977600797,1.3935275163728502e+39
3112.8889165590126,1.3279894815146356e+39
3114.779629341224,1.292866935047407e+39
3116.672640289227,1.3935258931462705e+39
3118.567953595709,1.365437337128138e+39
3120.4655734635603,1.4071364219610652e+39
3122.3655041059105,1.3078190628340995e+39
3124.267749746153,1.341783635692069e+39
3126.1723146179816,1.4071032396197086e+39
3128.0792029654185,1.3593485504747003e+39
3129.9884190428493,1.431301099880237e+39
3131.89996711505,1.320877736773223e+39
3133.8138514572233,1.3607383639728874e+39
3135.7300763550274,1.2979529839738352e+39
3137.6486461046093,1.3415025035291073e+39
3139.5695650126368,1.3374376261156102e+39
3141.4928373963307,1.2772434900799966e+39
3143.4184675834967,1.2346922680508932e+39
3145.346459912559,1.3167759339864886e+39
3147.2768187325914,1.2334943678333789e+39
3149.2095484033507,1.2250164496322987e+39
3151.144653295309,1.1741974466159344e+39
3153.082137789689,1.1006078731833167e+39
3155.022006278494,1.2557063062305425e+39
3156.964263164541,1.0038227806632678e+39
3158.9089128614974,1.171203611355352e+39
3160.855959793912,1.2450981263587576e+39
3162.8054083972484,1.1390376961402531e+39
3164.7572631179187,1.1318922523514617e+39
3166.7115284133192,1.0595095328137336e+39
3168.6682087518616,1.0142855462170826e+39
3170.627308613009,1.0498481211813318e+39
3172.5888324873094,1.1093842490262603e+39
3174.55278487643,1.1227447776029639e+39
3176.5191702931925,9.34424745656645e+38
3178.4879932616054,1.0877196088486943e+39
3180.4592583169006,9.66161481985195e+38
3182.4329700055687,1.0889612733097307e+39
3184.409132885393,1.0471943060017318e+39
3186.387751525483,9.634368547448216e+38
3188.368830506313,9.716650870095956e+38
3190.3523744197546,8.640767653973122e+38
3192.3383878691143,1.070224922917016e+39
3194.3268754691667,8.784701206455388e+38
3196.317841846193,1.0364590026161974e+39
3198.311291638015,9.976397019999852e+38
3200.307229494031,9.760101635869806e+38
3202.305660075254,1.0612126938314315e+39
3204.306588054345,9.223455342477095e+38
