wavelength,luminosity
3001.7410097856755,2.2387715568710022e+39
3003.499076424034,2.2283226364479734e+39
3005.2592036063106,2.436201826026846e+39
3007.021394957225,2.2294705570794197e+39
3008.785654110001,2.3152664361912524e+39
3010.5519847063956,2.2686299970008513e+39
3012.3203903967224,2.2079256362005835e+39
3014.090874839876,2.227026319790532e+39
3015.8634417033595,2.219308041245125e+39
3017.6380946633067,2.3138111449571166e+39
3019.414837404511,2.2440936915892808e+39
3021.1936736204475,2.229354437736586e+39
3022.974607013301,2.1977394247905224e+39
3024.757641293991,2.1266616760538386e+39
3026.5427801821975,2.1813016510949586e+39
3028.3300274063868,2.216940332933689e+39
3030.119386703836,2.2154489426856872e+39
3031.910861820662,2.1287068335800156e+39
3033.7044565118467,2.1466674226391833e+39
3035.5001745412596,2.151261530614862e+39
3037.2980196816907,2.1550680772352858e+39
3039.097995714872,1.879460407950765e+39
3040.9001064315034,2.040243754564567e+39
3042.7043556312847,1.8944863013266314e+39
3044.510747122937,1.920231872998339e+39
3046.319284724232,1.9043667587783353e+39
3048.129972262017,1.7947298455177347e+39
3049.9428135722455,1.6691340724414345e+39
3051.7578125,1.7748373096080335e+39
3053.574972899522,1.7326215650414786e+39
3055.3942986342386,1.6166174986455446e+39
3057.2157935767896,1.7038813647800167e+39
3059.039461609055,1.6008261809404453e+39
3060.8653066221823,1.5476513907972612e+39
3062.693332516615,1.6749116924964517e+39
3064.5235432021204,1.5942351299478304e+39
3066.3559425978165,1.446886887302928e+39
3068.1905346322,1.5759259915993556e+39
3070.027323243177,1.5049671027085132e+39
3071.8663123780852,1.671647938175827e+39
3073.7075059937297,1.3722811922714253e+39
3075.550908056405,1.496854537966524e+39
3077.3965225419292,1.3823358967370922e+39
3079.2443534356667,1.4300562261784408e+39
3081.094404732561,1.4434626507874346e+39
3082.946680437162,1.4288282362551553e+39
3084.8011845636547,1.3390859884747692e+39
3086.65792113589,1.4422952343167463e+39
3088.5168941874113,1.384408017349588e+39
3090.3781077614844,1.6015843684443148e+39
3092.241565911129,1.4114270010103353e+39
3094.1072726991442,1.3065594300037218e+39
3095.9752321981423,1.6054890377593783e+39
3097.8454484905747,1.575451837152548e+39
3099.7179256687637,1.3928110524374908e+39
3101.592667834933,1.572729868104016e+39
3103.4696791012348,1.4873326877526813e+39
3105.348963589783,1.5681294013862417e+39
3107.2305254326816,1.5629305180384365e+39
3109.114368772055,1.6198295955659997e+39
3111.0004977600797,1.6105246503769536e+39
3112.8889165590126,1.7482263962208382e+39
3114.779629341224,1.6549639279039182e+39
3116.672640289227,1.7900739084492367e+39
3118.567953595709,1.692272307861694e+39
3120.4655734635603,1.7852036155546964e+39
3122.3655041059105,1.6905475524533428e+39
3124.267749746153,1.7245495092295205e+39
3126.1723146179816,1.6892535883940973e+39
3128.0792029654185,1.6858552432756154e+39
3129.9884190428493,1.794274110890594e+39
3131.89996711505,1.6393317490033587e+39
3133.8138514572233,1.670311810424307e+39
3135.7300763550274,1.8042515708412312e+39
3137.6486461046093,1.6692446491151914e+39
3139.5695650126368,1.4932448009423135e+39
3141.4928373963307,1.669342157851326e+39
3143.4184675834967,1.61589952925952e+39
3145.346459912559,1.6031258769104178e+39
3147.2768187325914,1.5939751991613596e+39
3149.2095484033507,1.5883650659648526e+39
3151.144653295309,1.4956100037211873e+39
3153.082137789689,1.5680545010603337e+39
3155.022006278494,1.5484833112219038e+39
3156.964263164541,1.4262494852630072e+39
3158.9089128614974,1.441535198554291e+39
3160.855959793912,1.4105065375981393e+39
3162.8054083972484,1.3474216871854144e+39
3164.7572631179187,1.2846220385294747e+39
3166.7115284133192,1.4991744299053083e+39
3168.6682087518616,1.3660822951791158e+39
3170.627308613009,1.4475125493096688e+39
3172.5888324873094,1.3686751387266948e+39
3174.55278487643,1.400772708759206e+39
3176.5191702931925,1.385687341983324e+39
3178.4879932616054,1.3546602586951617e+39
3180.4592583169006,1.155325152303409e+39
3182.4329700055687,1.200234188930668e+39
3184.409132885393,1.1998298063553562e+39
3186.387751525483,1.2661147446884274e+39
3188.368830506313,1.1550238882283008e+39
3190.3523744197546,1.2414903306632506e+39
3192.3383878691143,1.386610930334763e+39
3194.3268754691667,1.2195328611663732e+39
3196.317841846193,1.2454027039344165e+39
3198.311291638015,1.1050254057026014e+39
3200.307229494031,1.1660459855531571e+39
3202.305660075254,1.2218100705495878e+39
3204.306588054345,1.2771806666864248e+39
3206.3100181156515,1.3850551327975086e+39
3208.315954955244,1.3506774042221429e+39
3210.3244032809516,1.3509885155385887e+39
3212.3353678123995,1.2291852467264083e+39
3214.3488532810466,1.4653862482867334e+39
3216.3648644302207,1.371299044392393e+39
3218.383406015158,1.4021234331456846e+39
3220.4044828030396,1.407620979044363e+39
3222.428099573028,1.492118100752484e+39
3224.4542611163056,1.4096054604633527e+39
3226.482972236114,1.518536148933821e+39
3228.5142377477882,1.5056110255440446e+39
3230.5480624787992,1.4765575768098655e+39
3232.5844512687895,1.568150942173631e+39
3234.6234089696104,1.5875525950950283e+39
3236.6649404453647,1.599142165216863e+39
3238.709050572442,1.7071628531348743e+39
3240.755744239557,1.6898900310197104e+39
3242.8050263477908,1.761786794428737e+39
3244.85690181063,1.8511483422465135e+39
3246.9113755540043,1.7798954911133598e+39
3248.9684525163257,1.7080252995941976e+39
3251.0281376485314,1.8240358557502554e+39
3253.090435914118,1.925158921771489e+39
3255.1553522891877,1.7377759220702662e+39
3257.222891762483,2.071385793942911e+39
3259.29305933543,1.939032592925373e+39
3261.365860022177,2.0016145529032537e+39
3263.441298849637,2.074010758882087e+39
3265.519380857525,2.004191254688586e+39
3267.6001110984034,2.01265367600643e+39
3269.683494637719,2.059186044059618e+39
3271.769536553845,2.2438174369471753e+39
3273.8582419381237,2.1537839016255858e+39
3275.9496158949073,2.2640649671956905e+39
3278.0436635415986,2.1152199170198837e+39
3280.140390008692,2.2068537615798895e+39
3282.23980043982,2.394930153000424e+39
3284.341899991789,2.2749077374387748e+39
3286.4466938346254,2.299259770459998e+39
3288.554187151619,2.4370375777340524e+39
3290.664385139359,2.189201910669576e+39
3292.777293007787,2.3167750341258748e+39
3294.89291598023,2.5263153728168658e+39
3297.0112592934506,2.434601246937497e+39
3299.132328197684,2.437789735806332e+39
3301.256127956687,2.350930855216935e+39
3303.38266384778,2.3121910572946218e+39
3305.511941161887,2.3490405518336476e+39
3307.643965203585,2.42804853999172e+39
3309.778741291145,2.474156707987493e+39
3311.916274756574,2.5446276075857267e+39
3314.056570945666,2.6989624908165516e+39
3316.1996352180404,2.5587343901745283e+39
3318.3454729471887,2.5610916697470874e+39
3320.4940895205204,2.495118905625267e+39
3322.645490339408,2.3411223266987407e+39
3324.7996808192306,2.4456273945658894e+39
3326.9566663894198,2.505168948826864e+39
3329.116452493508,2.5982020845217055e+39
3331.2790445891696,2.3027621429398705e+39
3333.444448148271,2.5752881765540835e+39
3335.6126686569155,2.5163174789345254e+39
3337.783711615487,2.7068322011756985e+39
3339.957582538702,2.772514683542564e+39
3342.1342869556497,2.5231976794920286e+39
3344.313830409845,2.5973453626113554e+39
3346.4962184592728,2.6801914414686662e+39
3348.6814566764333,2.616919741066947e+39
3350.8695506483928,2.6509842733569577e+39
3353.0605059768304,2.777592465473764e+39
3355.2543282780834,2.5914359967043605e+39
3357.4510231831996,2.532799038388208e+39
3359.650596337981,2.554181727798945e+39
3361.853053403035,2.760785321993682e+39
3364.0584000538247,2.7502178865696e+39
3366.266641980711,2.6943834775123107e+39
3368.4777848890085,2.6289673341946097e+39
3370.6918344990304,2.5432303326924767e+39
3372.9087965461413,2.550621092081348e+39
3375.1286767808024,2.5786536557190713e+39
3377.3514809686244,2.59106608595925e+39
3379.577214890417,2.7170790832125334e+39
3381.8058843422386,2.6763609766927266e+39
3384.0374951354456,2.5819120870970957e+39
3386.272053096746,2.75463611381953e+39
3388.5095640682443,2.659000631080952e+39
3390.7500339075,2.7020767056791483e+39
3392.9934684875734,2.8356235214593977e+39
3395.2398736970767,2.9079522641271565e+39
3397.4892554402295,2.8335293949989266e+39
3399.7416196369077,2.860401109309224e+39
3401.9969722226947,2.7494934379192117e+39
3404.255319148936,2.865365235070968e+39
3406.51666638279,2.784258132013308e+39
3408.781019907281,2.966496967977164e+39
3411.0483857213517,2.6944485918241808e+39
3413.318769839915,2.7039364563130767e+39
3415.5921782939117,2.937578212619927e+39
3417.8686171303575,2.8006942062949265e+39
3420.148092412401,2.851707976688818e+39
3422.4306102193777,2.760571704424207e+39
3424.7161766468603,2.9198698699304786e+39
3427.004797806717,2.673362500531995e+39
3429.2964798271632,2.834193417014778e+39
3431.591228852819,2.677392782525686e+39
3433.8890510447604,2.830601221321314e+39
3436.1899525805784,2.739849546999485e+39
3438.4939396544314,2.8352643207911785e+39
3440.8010184771015,2.7397308745956004e+39
3443.111195276051,2.6894691680010026e+39
3445.4244762954795,2.779496937617107e+39
3447.7408677963763,2.883945147540174e+39
3450.060376056581,2.6598759198318148e+39
3452.3830073708373,2.790641702525971e+39
3454.708768050853,2.890025097469833e+39
3457.0376644253533,2.685210946758308e+39
3459.369702840142,2.5844099867574042e+39
3461.7048896581564,2.6929711974568882e+39
3464.0432312595262,2.6373595408473385e+39
3466.384734041631,2.589528599688765e+39
3468.729404419161,2.469512611136914e+39
3471.0772488241723,2.5411136725961205e+39
3473.4282737061476,2.4628545024349275e+39
3475.782485532055,2.380634186681063e+39
3478.1398907864072,2.4553481786363502e+39
3480.5004959713206,2.4268036503950535e+39
3482.8643076065755,2.2289522341337692e+39
3485.231332229677,2.268066194571233e+39
3487.601576395912,2.4850494752489147e+39
3489.9750466784158,2.4085937604603794e+39
3492.3517496682266,2.2748361092863298e+39
3494.731691974349,2.369339223596027e+39
3497.1148802238154,2.3922956590075446e+39
3499.5013210617485,2.2228914260392475e+39
3501.8910211514217,2.30818650498724e+39
3504.2839871743204,2.2580821598753475e+39
3506.6802258302064,2.4324898217516074e+39
3509.0797438371783,2.3574661743441425e+39
3511.4825479317365,2.171814086591574e+39
3513.888644868844,2.2757019477066746e+39
3516.298041421991,2.2511991512361288e+39
3518.710744383258,2.1289929264713388e+39
3521.1267605633802,2.2522244158500418e+39
3523.546096791811,2.2223158794254e+39
3525.968759916787,2.1979268924970286e+39
3528.394756805391,2.0498501180570367e+39
3530.8240943436194,2.2551610065189452e+39
3533.2567794364454,2.055392784590275e+39
3535.6928190078843,2.0138280993592933e+39
3538.1322200010613,1.9713053947799018e+39
3540.5749893782745,1.943077902004497e+39
3543.0211341210647,1.8843142108619953e+39
3545.4706612302784,2.0153872603646165e+39
3547.9235777261356,1.906978955189186e+39
3550.3798906482994,1.9828854829138415e+39
3552.8396070559393,1.921446785385864e+39
3555.302734027802,2.034109875672109e+39
3557.769278662279,1.9248234814255745e+39
3560.2392480774706,1.8350633254933313e+39
3562.7126494112613,1.986822403238689e+39
3565.189489821384,1.8759160160430616e+39
3567.6697764854885,1.797809288628091e+39
3570.1535166012136,1.794752127672398e+39
3572.640717386256,1.8088384026777704e+39
3575.1313860784385,1.8997682865950496e+39
3577.6255299357813,1.8674993278019187e+39
3580.1231562365742,1.7770534898853707e+39
3582.6242722794445,1.8151223534833202e+39
3585.1288853834294,1.911226002020494e+39
3587.6370028880474,1.72421745041549e+39
3590.1486321533707,1.8850103155762932e+39
3592.6637805600963,1.8261951381408082e+39
3595.182455509617,1.7986899170736042e+39
3597.7046644240972,1.7789722133672116e+39
3600.230414746544,1.729027375343552e+39
3602.7597139408786,2.046843210964038e+39
3605.292569492014,1.957376811322427e+39
