velocity,density,temperature,si,ca,si0,si1,si2,si3,ca0,ca1,ca2,ca3
12937.5,1.5175784537874157e-13,14942.556767673437,0.5,0.0,5.473097994597331e-15,2.0334408824755338e-06,0.3209078545301751,0.6790350540774616,,,,
13062.5,1.35800432130867e-13,15106.665371008812,0.5,0.0,5.9334063468835e-15,2.1995719066339165e-06,0.31390639867488707,0.6860284263276623,,,,
13312.5,1.2152094885707688e-13,14706.08569438611,0.5,0.0,1.6396973335344033e-14,5.4583464896413914e-06,0.5025331509979438,0.49744538093020196,,,,
13562.5,1.0874296038243405e-13,13747.10705938888,0.5,0.0,7.877307186496278e-14,2.0492437716608052e-05,0.849413455767989,0.15056560045815304,,,,
13812.5,9.730858377877931e-14,12432.305326255058,0.5,0.0,5.870877115843427e-13,8.847853977587599e-05,0.9893886447137444,0.010522876085307947,,,,
14062.5,8.707653758671528e-14,11528.383939339901,0.04113110539845759,0.0005141388174807199,2.8071077607828636e-12,0.0002619242031957031,0.998689947187059,0.0010481286041947235,2.412176160836234e-15,2.081743676305414e-06,0.9999979181927353,6.358593006790846e-11
14312.5,7.792039616287332e-14,11368.54048445249,0.04113110539845759,0.0005141388174807199,3.735713563676254e-12,0.0003277868415084178,0.999014204783174,0.000658008370667642,2.8393467380752875e-15,2.4039045281266207e-06,0.9999975960643541,3.1114917240262026e-11
14562.5,6.972702758343753e-14,11297.81538969838,0.04113110539845759,0.0005141388174807199,4.445518047341955e-12,0.0003803934033675404,0.999112035181485,0.0005075714101982889,3.1730528865412055e-15,2.6622255616548683e-06,0.9999973377530099,2.1425182774432896e-11
14812.5,6.239519580289279e-14,11212.615488680438,0.04113110539845759,0.0005141388174807199,5.129339031678878e-12,0.00043276912045261176,0.9991771384776573,0.00039009239648967923,3.411575138509179e-15,2.8820538358451668e-06,0.9999971179318143,1.4346415138573331e-11
15062.5,5.583430979647963e-14,11051.346653255994,0.04113110539845759,0.0005141388174807199,6.607343360385752e-12,0.0005298875472597715,0.9992238712941143,0.0002462411519281539,3.879361412097509e-15,3.2551758279177342e-06,0.9999967448172197,6.948535051382491e-12
15312.5,4.9963304230944105e-14,11015.578859885061,0.04113110539845759,0.0005141388174807199,7.124051585221465e-12,0.0005760137566405139,0.9992107185522909,0.0002132676838793637,4.033090322388356e-15,3.431023611332281e-06,0.9999965689707232,5.661349631745689e-12
