velocity,density,temperature,si,ca,si0,si1,si2,si3,ca0,ca1,ca2,ca3
13687.5,1.0874296038243405e-13,12669.378017908688,0.5,0.0,2.414303302263921e-13,4.70405876755484e-05,0.9739926726991874,0.02596028166272623,,,,
13812.5,9.730858377877931e-14,11973.011525393036,0.5,0.0,8.626741357750876e-13,0.0001156661935642024,0.9954182836597086,0.004466050067959339,,,,
14062.5,8.707653758671528e-14,11193.670661768061,0.050890585241730284,0.0005089058524173028,3.9509568519920235e-12,0.0003302941128663146,0.9991691131303602,0.0005005927523824196,2.6990547946359114e-15,2.3128045691891324e-06,0.9999976871774686,1.7959495653270475e-11
14312.5,7.792039616287332e-14,11114.79038202014,0.050890585241730284,0.0005089058524173028,4.853816641549788e-12,0.0003913168557948703,0.9992365585994238,0.0003721245397045554,3.0924446540373717e-15,2.604910806206069e-06,0.9999973950774702,1.1720605956511781e-11
14562.5,6.972702758343753e-14,11050.723324048591,0.050890585241730284,0.0005089058524173028,5.632236002370905e-12,0.0004465076685441773,0.9992598194823666,0.0002936728433280313,3.3874844621316725e-15,2.8475945289234778e-06,0.9999971523971585,8.309337851354048e-12
14812.5,6.239519580289279e-14,10978.486520519076,0.050890585241730284,0.0005089058524173028,6.591335666371586e-12,0.0005124023873145239,0.9992604967093922,0.00022710089663083977,3.719871236987999e-15,3.1192794640854093e-06,0.9999968807148453,5.687021173568314e-12
15062.5,5.583430979647963e-14,10898.437831457448,0.050890585241730284,0.0005089058524173028,7.696181411161903e-12,0.0005872389095918416,0.99923942760996,0.00017333347271420785,4.053269287695671e-15,3.4024492351197592e-06,0.9999965975469756,3.785204170221573e-12
15312.5,4.9963304230944105e-14,10805.63571439011,0.050890585241730284,0.0005089058524173028,9.030428819924521e-12,0.0006753328022749529,0.9991958664663853,0.00012880072229066463,4.396923532150633e-15,3.705661614322213e-06,0.9999962943359865,2.3947956928089298e-12
15562.5,4.470963783331785e-14,10745.488901653385,0.050890585241730284,0.0005089058524173028,1.005349349821502e-11,0.0007499059565744573,0.9991455781948312,0.00010451583852932278,4.637545021819346e-15,3.950536653711084e-06,0.9999960494615941,1.7475071534698646e-12
15812.5,4.0008397081721133e-14,10673.403375182597,0.050890585241730284,0.0005089058524173028,1.1330955946530942e-11,0.0008396236855153056,0.9990780715114013,8.230479174592834e-05,4.907235107010629e-15,4.2249027241847965e-06,0.9999957750960606,1.2102377998454748e-12
16062.5,3.580149414352543e-14,10572.294731154689,0.050890585241730284,0.0005089058524173028,1.346141472037809e-11,0.0009734640046854599,0.9989671583266163,5.937765523370864e-05,5.349624266993839e-15,4.616357836854963e-06,0.9999953836414305,7.274553260445318e-13
16312.5,3.203694915071928e-14,10448.26603543772,0.050890585241730284,0.0005089058524173028,1.6488839249668682e-11,0.0011518388191658813,0.998808016491088,4.014467325595652e-05,5.902360767403656e-15,5.095247802447559e-06,0.9999949047518002,3.914752304002144e-13
16562.5,2.866824794437767e-14,10370.85822898043,0.050890585241730284,0.0005089058524173028,1.9115447904611438e-11,0.0013135460213726969,0.9986559483985112,3.0505561000011335e-05,6.384923002976329e-15,5.522455548822649e-06,0.9999944775441877,2.571354195458654e-13
16812.5,2.565376735262142e-14,10263.635076203405,0.050890585241730284,0.0005089058524173028,2.2660907755334185e-11,0.0015208224895793025,0.9984576172601655,2.1560227594004946e-05,6.89818901566645e-15,6.004129962530937e-06,0.9999939958698826,1.480967956637356e-13
17062.5,2.295626090088608e-14,10150.890636193553,0.050890585241730284,0.0005089058524173028,2.689072007179173e-11,0.0017620941583119702,0.9982229007839604,1.5005030836818977e-05,7.4200225632411e-15,6.515727279938939e-06,0.9999934842726299,8.274338051594034e-14
17312.5,2.0542398600013058e-14,10056.326029679456,0.050890585241730284,0.0005089058524173028,3.1821033023828425e-11,0.0020371109831788426,0.9979521019050576,1.0787079942750816e-05,8.064974186938265e-15,7.096811958296726e-06,0.9999929031879844,4.927611666556463e-14
17562.5,1.8382355125852838e-14,9988.940999900256,0.050890585241730284,0.0005089058524173028,3.510586389727991e-11,0.002248739660895439,0.9977427175931414,8.542710857296138e-06,8.361115920582962e-15,7.483670918187792e-06,0.9999925163290394,3.404353456266276e-14
17812.5,1.6449441301988613e-14,9839.243876971954,0.050890585241730284,0.0005089058524173028,4.5568834728471305e-11,0.002763436791967972,0.9972314258974825,5.137264980480897e-06,9.4969776284293e-15,8.435046748567431e-06,0.9999915649532269,1.5038355053642328e-14
18062.5,1.471977433223567e-14,9711.774677224683,0.050890585241730284,0.0005089058524173028,5.919701919440744e-11,0.003396135280143311,0.9966006608441844,3.203816475295159e-06,1.0970043121739563e-14,9.573195831914984e-06,0.99999042680415,7.157072432801638e-15
18312.5,1.317198270835798e-14,9583.571773743866,0.050890585241730284,0.0005089058524173028,7.616120593737011e-11,0.004147419860426549,0.9958505866930782,1.993370334001464e-06,1.2519575087030654e-14,1.0790819832215067e-05,0.9999892091801519,3.3692994298581646e-15
18562.5,1.1786942146886184e-14,9422.901771581774,0.050890585241730284,0.0005089058524173028,1.0757701637879254e-10,0.005384893059850887,0.994614030268831,1.0765637410251565e-06,1.5177516994533055e-14,1.2679043970958937e-05,0.9999873209560126,1.2698906112366433e-15
18812.5,1.0547539292310597e-14,9221.338610045632,0.050890585241730284,0.0005089058524173028,1.7287719286291782e-10,0.007607994986740593,0.9923915256172313,4.792231509692246e-07,2.002863140394746e-14,1.5787520057511645e-05,0.9999842124799221,3.539286238190458e-16
19062.5,9.438460267001953e-15,9038.963891993171,0.010000000000000002,0.0005000000000000001,2.8072068112293255e-10,0.01076889491448319,0.9892308867615,2.180432961614577e-07,2.7058714226847696e-14,1.9833663277083916e-05,0.9999801663366957,1.036379706198232e-16
19312.5,8.446001455213301e-15,8950.692346270205,0.010000000000000002,0.0005000000000000001,3.266748261970845e-10,0.01230778527267622,0.9876920612537776,1.5314687134100546e-07,2.8739544347557296e-14,2.1311520376317537e-05,0.9999786884795948,5.842033776978351e-17
19562.5,7.557900183238676e-15,8912.557526716459,0.010000000000000002,0.0005000000000000001,3.3066090022260216e-10,0.012837573668959344,0.9871622926988759,1.333015038767417e-07,2.7947864308822626e-14,2.1533923815122584e-05,0.9999784660761568,4.6159557486125934e-17
19812.5,6.76318320363784e-15,8857.304666564793,0.010000000000000002,0.0005000000000000001,3.4684380177980723e-10,0.013707749478309779,0.9862921417550731,1.0841977329986437e-07,2.7654987781990664e-14,2.2056751229417042e-05,0.999977943248743,3.2595800251387673e-17
20062.5,6.052031111420199e-15,8847.589884826044,0.010000000000000002,0.0005000000000000001,3.215791778435179e-10,0.013500020478993034,0.9864998718487364,1.0735069138984052e-07,2.5363478895732667e-14,2.141310352096746e-05,0.9999785868964536,3.1453309813768355e-17
20312.5,5.4156570169349715e-15,8825.791865298035,0.010000000000000002,0.0005000000000000001,3.0671683189319137e-10,0.013544979419865032,0.9864549191350701,1.0113834793357906e-07,2.362381262692506e-14,2.1027641728329222e-05,0.9999789723582482,2.7993389512479036e-17
20562.5,4.846197976367382e-15,8805.341804624704,0.010000000000000002,0.0005000000000000001,2.937261375623617e-10,0.0136257434079664,0.9863741609773469,9.532096058087641e-08,2.2120218626397223e-14,2.0707430355625983e-05,0.9999792925696224,2.5004313481223613e-17
