velocity,density,temperature,si,ca,si0,si1,si2,si3,ca0,ca1,ca2,ca3
12675.0,1.3701605293266483e-13,14216.84301937305,0.5,0.0,2.1426221898065936e-14,6.916802742080235e-06,0.6183033510574787,0.3816841133869153,,,,
12825.0,1.22608746524337e-13,14395.07566769169,0.5,0.0,2.171516797093241e-14,7.087845620066965e-06,0.5946902736730212,0.405295266796159,,,,
13075.0,1.0971637558160338e-13,14153.631198677667,0.5,0.0,4.028306231823508e-14,1.2087794815595602e-05,0.7226704460985236,0.2773150687338382,,,,
13325.0,9.817964388351419e-14,13556.530195201314,0.5,0.0,1.0476713756137037e-13,2.6281062642381152e-05,0.8937286647142377,0.10624486907819458,,,,
13575.0,8.785600528632412e-14,12812.51037498676,0.5,0.0,3.299906535064559e-13,6.155487135790395e-05,0.9765096185278583,0.023428822020323866,,,,
13825.0,7.861790244450754e-14,11687.084548793118,0.5,0.0,2.1758895430100997e-12,0.00022805401397448766,0.998259796162806,0.0015121498143486802,,,,
14075.0,7.035119073113851e-14,10852.832097659833,0.050890585241730284,0.0005089058524173028,1.1029184034833487e-11,0.0006930531034691037,0.9991705960908402,0.00013635079463919603,5.646215067075521e-15,3.979456859367219e-06,0.999996020540378,2.7568973466448514e-12
14325.0,6.295372788383007e-14,10772.150778999949,0.050890585241730284,0.0005089058524173028,1.3392701515080558e-11,0.0008146972943970686,0.9990843085698732,0.00010099412232590912,6.383591809080416e-15,4.4396011049063934e-06,0.9999955603971157,1.7730298793702305e-12
14575.0,5.633411195010759e-14,10717.052500038848,0.050890585241730284,0.0005089058524173028,1.4631076405349694e-11,0.0008934684240347834,0.9990228734982336,8.365806309338133e-05,6.635016785584756e-15,4.688781143896879e-06,0.9999953112175177,1.331829331594927e-12
14825.0,5.04105519384562e-14,10608.389718541985,0.050890585241730284,0.0005089058524173028,1.761844470833964e-11,0.0010452340192518231,0.9988956492752972,5.9116687829386514e-05,7.287802354339287e-15,5.15420189240265e-06,0.9999948457973257,7.746958060789168e-13
15075.0,4.5109857220975285e-14,10571.155810966879,0.050890585241730284,0.0005089058524173028,1.905686631308635e-11,0.0011383795246109228,0.9988109000295935,5.072042673654131e-05,7.597699064546241e-15,5.438052023120807e-06,0.9999945619473486,6.206601442710463e-13
15325.0,4.0366533200848204e-14,10479.544311720976,0.050890585241730284,0.0005089058524173028,2.2217217939042923e-11,0.0013033995549063605,0.9986590429874423,3.755743543296493e-05,8.183033118773172e-15,5.891375062135044e-06,0.9999941086245413,3.883441590823712e-13
15575.0,3.6121972070829574e-14,10360.178311970207,0.050890585241730284,0.0005089058524173028,2.8233776251017144e-11,0.001579332001204452,0.9983957753228703,2.489264769100384e-05,9.379098337285856e-15,6.6498975943483245e-06,0.9999933501021904,2.058181277118547e-13
15825.0,3.23237286638818e-14,10252.218098780728,0.050890585241730284,0.0005089058524173028,3.408014680154733e-11,0.0018501358926939486,0.9981325125229964,1.735155022925792e-05,1.0303879680224614e-14,7.304784529487289e-06,0.9999926952153435,1.1669241490292314e-13
16075.0,2.892487244847865e-14,10184.299461490824,0.050890585241730284,0.0005089058524173028,3.8028248272324233e-11,0.0020575575355733914,0.9979287493707775,1.3693055620739223e-05,1.0808127990361725e-14,7.760020560404469e-06,0.9999922399793482,8.065585888351343e-14
