velocity,density,temperature,si,ca,si0,si1,si2,si3,ca0,ca1,ca2,ca3
13900.0,7.861790244450754e-14,11689.856947916682,0.5,0.0,1.1307886382147986e-12,0.00014869009515368218,0.9975111705582842,0.002340139329262065,,,,
14100.0,7.035119073113851e-14,11063.088035469464,0.04113110539845759,0.0005141388174807199,4.107896097904802e-12,0.00036268416021595324,0.9992675293318856,0.00036978650358294275,2.5219929052250404e-15,2.3672915484571374e-06,0.9999976326977519,1.0697292945155982e-11
14350.0,6.295372788383007e-14,10931.583580482065,0.04113110539845759,0.0005141388174807199,5.538898307221291e-12,0.0004571022572359705,0.9993065828324421,0.0002363149047100289,3.04532825881736e-15,2.769618671230004e-06,0.9999972303758508,5.474935823579606e-12
14600.0,5.633411195010759e-14,10876.565843632567,0.04113110539845759,0.0005141388174807199,6.4054444212529614e-12,0.0005202127679527859,0.9992906638875497,0.00018912333804822616,3.3454652569814624e-15,3.028192812457489e-06,0.9999969718032006,3.983661722312226e-12
14850.0,5.04105519384562e-14,10789.36337613239,0.04113110539845759,0.0005141388174807199,7.695554909157086e-12,0.0006074108857349699,0.9992529774521,0.00013961165444786105,3.726261682777191e-15,3.3506706430219003e-06,0.9999966493268269,2.526304473632632e-12
15100.0,4.5109857220975285e-14,10731.544906943842,0.04113110539845759,0.0005141388174807199,8.785675400856882e-12,0.0006855472221730198,0.9992026043048565,0.0001118484641718548,4.033732081234869e-15,3.6290037729588367e-06,0.9999963709943962,1.8267129894933555e-12
15350.0,4.0366533200848204e-14,10672.278821881337,0.04113110539845759,0.0005141388174807199,9.793427385857971e-12,0.0007618303110956255,0.9991474710738926,9.069860521040695e-05,4.261718020860914e-15,3.872119576083147e-06,0.9999961278790874,1.3322602812695754e-12
15600.0,3.6121972070829574e-14,10613.551045374938,0.04113110539845759,0.0005141388174807199,1.1117413099165464e-11,0.0008566758538346024,0.999070677261682,7.264687336139832e-05,4.583399593479218e-15,4.174800237263542e-06,0.9999958251987987,9.59449831835187e-13
15850.0,3.23237286638818e-14,10524.383536362493,0.04113110539845759,0.0005141388174807199,1.2968223656349306e-11,0.0009811891202319096,0.998964729599421,5.408126737658006e-05,4.949404782276285e-15,4.528373146635712e-06,0.9999954716262415,6.069867657567616e-13
16100.0,2.892487244847865e-14,10437.304880794656,0.04113110539845759,0.0005141388174807199,1.487963599191918e-11,0.0011117144789494578,0.9988475393285254,4.074617764430838e-05,5.265349857026321e-15,4.86550016164212e-06,0.999995134499444,3.8912630770730086e-13
16350.0,2.5883407661926743e-14,10332.329579316545,0.04113110539845759,0.0005141388174807199,1.8099286002487202e-11,0.0013088476350468245,0.9986626512187348,2.8501128118765793e-05,5.84546005406364e-15,5.375784223727713e-06,0.9999946242155471,2.2327978886444344e-13
16600.0,2.316175441695767e-14,10279.213957963319,0.04113110539845759,0.0005141388174807199,1.943471714074773e-11,0.0014192531656224974,0.9985569805554415,2.3766259500854283e-05,5.975560067005968e-15,5.611505789742284e-06,0.9999943884940362,1.6809274205043537e-13
