velocity,density,temperature,si,ca,si0,si1,si2,si3,ca0,ca1,ca2,ca3
13925.0,1.6294911526822446e-13,11821.885363154812,0.5,0.0,2.495175217537332e-12,0.0001988282786080394,0.9976809183462065,0.002120253357527415,,,,
14075.0,1.4581493440119145e-13,11410.308442674688,0.04113110539845759,0.0005141388174807199,6.0803740769671714e-12,0.0003720173841939087,0.9990064961693982,0.0006214864394717763,4.910448127227584e-15,2.8930039399814114e-06,0.9999971069645536,3.1501635366894224e-11
14325.0,1.3048242121121783e-13,11338.546285145101,0.04113110539845759,0.0005141388174807199,7.455384100096687e-12,0.0004402333882834907,0.9990899808697858,0.00046978573402276105,5.6447983423039385e-15,3.264402698645335e-06,0.999996735576056,2.123983674328471e-11
14575.0,1.1676212944208938e-13,11252.01275204179,0.04113110539845759,0.0005141388174807199,9.116966084979274e-12,0.0005202175243038624,0.9991326829855439,0.00034709948081035075,6.409879952683732e-15,3.6595203683053482e-06,0.9999963404659716,1.3653646554653158e-11
14825.0,1.0448453320606487e-13,11201.510798642132,0.04113110539845759,0.0005141388174807199,1.0618089488492661e-11,0.0005948876760858462,0.99912532929283,0.00027978302032786366,7.109827883812237e-15,4.025535337144732e-06,0.9999959744545264,1.0129319991859135e-11
15075.0,9.349793234718112e-14,11116.584979585612,0.04113110539845759,0.0005141388174807199,1.2617940113379612e-11,0.0006898348885568242,0.9990996822829145,0.00021048281583973738,7.86076658222188e-15,4.4339991455990285e-06,0.9999955659942201,6.626542378671632e-12
15325.0,8.366657805665178e-14,11018.630640032317,0.04113110539845759,0.0005141388174807199,1.533210073610975e-11,0.0008118042543929039,0.9990357503417219,0.00015244538851997186,8.80018468733558e-15,4.9265759657476e-06,0.99999507341995,4.075462117702052e-12
15575.0,7.486899558074395e-14,10965.685628080217,0.04113110539845759,0.0005141388174807199,1.700532864480985e-11,0.000899204150275734,0.9989748481188567,0.00012594771384074818,9.296258625528891e-15,5.253898186017089e-06,0.999994746098728,3.0766015242096997e-12
15825.0,6.69964832967591e-14,10857.123509151983,0.04113110539845759,0.0005141388174807199,2.067964797708415e-11,0.0010588476023383126,0.9988519783114794,8.917406549308682e-05,1.0335260516323302e-14,5.815687835712784e-06,0.9999941843103453,1.8086921693171891e-12
16075.0,5.995176961192406e-14,10765.92898771747,0.04113110539845759,0.0005141388174807199,2.40877531749217e-11,0.001211792690203319,0.9987215359229356,6.667136276846034e-05,1.1148084520861597e-14,6.305577722722403e-06,0.9999936944211129,1.153302721057331e-12
16325.0,5.3647811090035056e-14,10676.754328254081,0.04113110539845759,0.0005141388174807199,2.8380982943392433e-11,0.0013970785121368075,0.9985534111058258,4.9510353653928515e-05,1.2168847821122965e-14,6.882898134615164e-06,0.9999931171011223,7.310599809790184e-13
16575.0,4.800671695568517e-14,10591.139869953506,0.04113110539845759,0.0005141388174807199,3.350816686715792e-11,0.00161265541398689,0.9983504953689227,3.684918358106027e-05,1.3335828196494881e-14,7.525778351154283e-06,0.9999924742211692,4.662121496100999e-13
16825.0,4.295878668740975e-14,10526.829664123592,0.04113110539845759,0.0005141388174807199,3.7760520687476286e-11,0.0018050198575275086,0.9981656746175198,2.9305487191358292e-05,1.4176849073274172e-14,8.05513815995808e-06,0.9999919448614963,3.294980280616989e-13
17075.0,3.844164880839298e-14,10355.862782001368,0.04113110539845759,0.0005141388174807199,5.10858063863615e-11,0.002280527113037658,0.9977024841022064,1.6988733669946292e-05,1.665836748015173e-14,9.283762923850265e-06,0.9999907162369206,1.390021944404297e-13
